epoch,train_loss,val_loss,val_accuracy,val_f1_macro
1,0.7288569211959839,0.6662420034408569,0.36617647058823527,0.34903884192624995
2,0.6847067475318909,0.6530606150627136,0.43970588235294117,0.43574118318374566
